icd_version,icd_code,full_code,comorbid_type,description
DIAG-ICD10,M05,M05862,rheum,Other rheumatoid arthritis with rheumatoid factor of left knee
DIAG-ICD10,M05,M05869,rheum,Other rheumatoid arthritis with rheumatoid factor of unspecified knee
DIAG-ICD10,M05,M05871,rheum,Other rheumatoid arthritis with rheumatoid factor of right ankle and foot
DIAG-ICD10,M05,M05872,rheum,Other rheumatoid arthritis with rheumatoid factor of left ankle and foot
DIAG-ICD10,M05,M05879,rheum,Other rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot
DIAG-ICD10,M05,M0589,rheum,Other rheumatoid arthritis with rheumatoid factor of multiple sites
DIAG-ICD10,M05,M059,rheum,"Rheumatoid arthritis with rheumatoid factor, unspecified"
DIAG-ICD10,M06,M0600,rheum,"Rheumatoid arthritis without rheumatoid factor, unspecified site"
DIAG-ICD10,M06,M06011,rheum,"Rheumatoid arthritis without rheumatoid factor, right shoulder"
DIAG-ICD10,M06,M06012,rheum,"Rheumatoid arthritis without rheumatoid factor, left shoulder"
DIAG-ICD10,M06,M06019,rheum,"Rheumatoid arthritis without rheumatoid factor, unspecified shoulder"
DIAG-ICD10,M06,M06021,rheum,"Rheumatoid arthritis without rheumatoid factor, right elbow"
DIAG-ICD10,M06,M06022,rheum,"Rheumatoid arthritis without rheumatoid factor, left elbow"
DIAG-ICD10,M06,M06029,rheum,"Rheumatoid arthritis without rheumatoid factor, unspecified elbow"
DIAG-ICD10,M06,M06031,rheum,"Rheumatoid arthritis without rheumatoid factor, right wrist"
DIAG-ICD10,M06,M06032,rheum,"Rheumatoid arthritis without rheumatoid factor, left wrist"
DIAG-ICD10,M06,M06039,rheum,"Rheumatoid arthritis without rheumatoid factor, unspecified wrist"
DIAG-ICD10,M06,M06041,rheum,"Rheumatoid arthritis without rheumatoid factor, right hand"
DIAG-ICD10,M06,M06042,rheum,"Rheumatoid arthritis without rheumatoid factor, left hand"
DIAG-ICD10,M06,M06049,rheum,"Rheumatoid arthritis without rheumatoid factor, unspecified hand"
DIAG-ICD10,M06,M06051,rheum,"Rheumatoid arthritis without rheumatoid factor, right hip"
DIAG-ICD10,M06,M06052,rheum,"Rheumatoid arthritis without rheumatoid factor, left hip"
DIAG-ICD10,M06,M06059,rheum,"Rheumatoid arthritis without rheumatoid factor, unspecified hip"
DIAG-ICD10,M06,M06061,rheum,"Rheumatoid arthritis without rheumatoid factor, right knee"
DIAG-ICD10,M06,M06062,rheum,"Rheumatoid arthritis without rheumatoid factor, left knee"
DIAG-ICD10,M06,M06069,rheum,"Rheumatoid arthritis without rheumatoid factor, unspecified knee"
DIAG-ICD10,M06,M06071,rheum,"Rheumatoid arthritis without rheumatoid factor, right ankle and foot"
DIAG-ICD10,M06,M06072,rheum,"Rheumatoid arthritis without rheumatoid factor, left ankle and foot"
DIAG-ICD10,M06,M06079,rheum,"Rheumatoid arthritis without rheumatoid factor, unspecified ankle and foot"
DIAG-ICD10,M06,M0608,rheum,"Rheumatoid arthritis without rheumatoid factor, vertebrae"
DIAG-ICD10,M06,M0609,rheum,"Rheumatoid arthritis without rheumatoid factor, multiple sites"
DIAG-ICD10,M06,M061,rheum,Adult-onset Still's disease
DIAG-ICD10,M06,M0680,rheum,"Other specified rheumatoid arthritis, unspecified site"
DIAG-ICD10,M06,M06811,rheum,"Other specified rheumatoid arthritis, right shoulder"
DIAG-ICD10,M06,M06812,rheum,"Other specified rheumatoid arthritis, left shoulder"
DIAG-ICD10,M06,M06819,rheum,"Other specified rheumatoid arthritis, unspecified shoulder"
DIAG-ICD10,M06,M06821,rheum,"Other specified rheumatoid arthritis, right elbow"
DIAG-ICD10,M06,M06822,rheum,"Other specified rheumatoid arthritis, left elbow"
DIAG-ICD10,M06,M06829,rheum,"Other specified rheumatoid arthritis, unspecified elbow"
DIAG-ICD10,M06,M06831,rheum,"Other specified rheumatoid arthritis, right wrist"
DIAG-ICD10,M06,M06832,rheum,"Other specified rheumatoid arthritis, left wrist"
DIAG-ICD10,M06,M06839,rheum,"Other specified rheumatoid arthritis, unspecified wrist"
DIAG-ICD10,M06,M06841,rheum,"Other specified rheumatoid arthritis, right hand"
DIAG-ICD10,M06,M06842,rheum,"Other specified rheumatoid arthritis, left hand"
DIAG-ICD10,M06,M06849,rheum,"Other specified rheumatoid arthritis, unspecified hand"
DIAG-ICD10,M06,M06851,rheum,"Other specified rheumatoid arthritis, right hip"
DIAG-ICD10,M06,M06852,rheum,"Other specified rheumatoid arthritis, left hip"
DIAG-ICD10,M06,M06859,rheum,"Other specified rheumatoid arthritis, unspecified hip"
DIAG-ICD10,M06,M06861,rheum,"Other specified rheumatoid arthritis, right knee"
DIAG-ICD10,M06,M06862,rheum,"Other specified rheumatoid arthritis, left knee"
DIAG-ICD10,M06,M06869,rheum,"Other specified rheumatoid arthritis, unspecified knee"
DIAG-ICD10,M06,M06871,rheum,"Other specified rheumatoid arthritis, right ankle and foot"
DIAG-ICD10,M06,M06872,rheum,"Other specified rheumatoid arthritis, left ankle and foot"
DIAG-ICD10,M06,M06879,rheum,"Other specified rheumatoid arthritis, unspecified ankle and foot"
DIAG-ICD10,M06,M0688,rheum,"Other specified rheumatoid arthritis, vertebrae"
DIAG-ICD10,M06,M0689,rheum,"Other specified rheumatoid arthritis, multiple sites"
DIAG-ICD10,M06,M069,rheum,"Rheumatoid arthritis, unspecified"
DIAG-ICD10,M07,M0760,rheum,"Enteropathic arthropathies, unspecified site"
DIAG-ICD10,M07,M07611,rheum,"Enteropathic arthropathies, right shoulder"
DIAG-ICD10,M07,M07612,rheum,"Enteropathic arthropathies, left shoulder"
DIAG-ICD10,M07,M07619,rheum,"Enteropathic arthropathies, unspecified shoulder"
DIAG-ICD10,M07,M07621,rheum,"Enteropathic arthropathies, right elbow"
DIAG-ICD10,M07,M07622,rheum,"Enteropathic arthropathies, left elbow"
DIAG-ICD10,M07,M07629,rheum,"Enteropathic arthropathies, unspecified elbow"
DIAG-ICD10,M07,M07631,rheum,"Enteropathic arthropathies, right wrist"
DIAG-ICD10,M07,M07632,rheum,"Enteropathic arthropathies, left wrist"
DIAG-ICD10,M07,M07639,rheum,"Enteropathic arthropathies, unspecified wrist"
DIAG-ICD10,M07,M07641,rheum,"Enteropathic arthropathies, right hand"
DIAG-ICD10,M07,M07642,rheum,"Enteropathic arthropathies, left hand"
DIAG-ICD10,M07,M07649,rheum,"Enteropathic arthropathies, unspecified hand"
DIAG-ICD10,M07,M07651,rheum,"Enteropathic arthropathies, right hip"
DIAG-ICD10,M07,M07652,rheum,"Enteropathic arthropathies, left hip"
DIAG-ICD10,M07,M07659,rheum,"Enteropathic arthropathies, unspecified hip"
DIAG-ICD10,M07,M07661,rheum,"Enteropathic arthropathies, right knee"
DIAG-ICD10,M07,M07662,rheum,"Enteropathic arthropathies, left knee"
DIAG-ICD10,M07,M07669,rheum,"Enteropathic arthropathies, unspecified knee"
DIAG-ICD10,M07,M07671,rheum,"Enteropathic arthropathies, right ankle and foot"
DIAG-ICD10,M07,M07672,rheum,"Enteropathic arthropathies, left ankle and foot"
DIAG-ICD10,M07,M07679,rheum,"Enteropathic arthropathies, unspecified ankle and foot"
DIAG-ICD10,M07,M0768,rheum,"Enteropathic arthropathies, vertebrae"
DIAG-ICD10,M07,M0769,rheum,"Enteropathic arthropathies, multiple sites"
DIAG-ICD10,M08,M0800,rheum,Unspecified juvenile rheumatoid arthritis of unspecified site
DIAG-ICD10,M08,M08011,rheum,"Unspecified juvenile rheumatoid arthritis, right shoulder"
DIAG-ICD10,M08,M08012,rheum,"Unspecified juvenile rheumatoid arthritis, left shoulder"
DIAG-ICD10,M08,M08019,rheum,"Unspecified juvenile rheumatoid arthritis, unspecified shoulder"
DIAG-ICD10,M08,M08021,rheum,"Unspecified juvenile rheumatoid arthritis, right elbow"
DIAG-ICD10,M08,M08022,rheum,"Unspecified juvenile rheumatoid arthritis, left elbow"
DIAG-ICD10,M08,M08029,rheum,"Unspecified juvenile rheumatoid arthritis, unspecified elbow"
DIAG-ICD10,M08,M08031,rheum,"Unspecified juvenile rheumatoid arthritis, right wrist"
DIAG-ICD10,M08,M08032,rheum,"Unspecified juvenile rheumatoid arthritis, left wrist"
DIAG-ICD10,M08,M08039,rheum,"Unspecified juvenile rheumatoid arthritis, unspecified wrist"
DIAG-ICD10,M08,M08041,rheum,"Unspecified juvenile rheumatoid arthritis, right hand"
DIAG-ICD10,M08,M08042,rheum,"Unspecified juvenile rheumatoid arthritis, left hand"
DIAG-ICD10,M08,M08049,rheum,"Unspecified juvenile rheumatoid arthritis, unspecified hand"
DIAG-ICD10,M08,M08051,rheum,"Unspecified juvenile rheumatoid arthritis, right hip"
DIAG-ICD10,M08,M08052,rheum,"Unspecified juvenile rheumatoid arthritis, left hip"
DIAG-ICD10,M08,M08059,rheum,"Unspecified juvenile rheumatoid arthritis, unspecified hip"
DIAG-ICD10,M08,M08061,rheum,"Unspecified juvenile rheumatoid arthritis, right knee"
DIAG-ICD10,M08,M08062,rheum,"Unspecified juvenile rheumatoid arthritis, left knee"
DIAG-ICD10,M08,M08069,rheum,"Unspecified juvenile rheumatoid arthritis, unspecified knee"
DIAG-ICD10,M08,M08071,rheum,"Unspecified juvenile rheumatoid arthritis, right ankle and foot"
DIAG-ICD10,M08,M08072,rheum,"Unspecified juvenile rheumatoid arthritis, left ankle and foot"
DIAG-ICD10,M08,M08079,rheum,"Unspecified juvenile rheumatoid arthritis, unspecified ankle and foot"
DIAG-ICD10,M08,M0808,rheum,"Unspecified juvenile rheumatoid arthritis, vertebrae"
DIAG-ICD10,M08,M0809,rheum,"Unspecified juvenile rheumatoid arthritis, multiple sites"
DIAG-ICD10,M08,M081,rheum,Juvenile ankylosing spondylitis
DIAG-ICD10,M08,M0820,rheum,"Juvenile rheumatoid arthritis with systemic onset, unspecified site"
DIAG-ICD10,M08,M08211,rheum,"Juvenile rheumatoid arthritis with systemic onset, right shoulder"
DIAG-ICD10,M08,M08212,rheum,"Juvenile rheumatoid arthritis with systemic onset, left shoulder"
DIAG-ICD10,M08,M08219,rheum,"Juvenile rheumatoid arthritis with systemic onset, unspecified shoulder"
DIAG-ICD10,M08,M08221,rheum,"Juvenile rheumatoid arthritis with systemic onset, right elbow"
DIAG-ICD10,M08,M08222,rheum,"Juvenile rheumatoid arthritis with systemic onset, left elbow"
DIAG-ICD10,M08,M08229,rheum,"Juvenile rheumatoid arthritis with systemic onset, unspecified elbow"
DIAG-ICD10,M08,M08231,rheum,"Juvenile rheumatoid arthritis with systemic onset, right wrist"
DIAG-ICD10,M08,M08232,rheum,"Juvenile rheumatoid arthritis with systemic onset, left wrist"
DIAG-ICD10,M08,M08239,rheum,"Juvenile rheumatoid arthritis with systemic onset, unspecified wrist"
DIAG-ICD10,M08,M08241,rheum,"Juvenile rheumatoid arthritis with systemic onset, right hand"
DIAG-ICD10,M08,M08242,rheum,"Juvenile rheumatoid arthritis with systemic onset, left hand"
DIAG-ICD10,M08,M08249,rheum,"Juvenile rheumatoid arthritis with systemic onset, unspecified hand"
DIAG-ICD10,M08,M08251,rheum,"Juvenile rheumatoid arthritis with systemic onset, right hip"
DIAG-ICD10,M08,M08252,rheum,"Juvenile rheumatoid arthritis with systemic onset, left hip"
DIAG-ICD10,M08,M08259,rheum,"Juvenile rheumatoid arthritis with systemic onset, unspecified hip"
DIAG-ICD10,M08,M08261,rheum,"Juvenile rheumatoid arthritis with systemic onset, right knee"
DIAG-ICD10,M08,M08262,rheum,"Juvenile rheumatoid arthritis with systemic onset, left knee"
DIAG-ICD10,M08,M08269,rheum,"Juvenile rheumatoid arthritis with systemic onset, unspecified knee"
DIAG-ICD10,M08,M08271,rheum,"Juvenile rheumatoid arthritis with systemic onset, right ankle and foot"
DIAG-ICD10,M08,M08272,rheum,"Juvenile rheumatoid arthritis with systemic onset, left ankle and foot"
DIAG-ICD10,M08,M08279,rheum,"Juvenile rheumatoid arthritis with systemic onset, unspecified ankle and foot"
DIAG-ICD10,M08,M0828,rheum,"Juvenile rheumatoid arthritis with systemic onset, vertebrae"
DIAG-ICD10,M08,M0829,rheum,"Juvenile rheumatoid arthritis with systemic onset, multiple sites"
DIAG-ICD10,M08,M083,rheum,Juvenile rheumatoid polyarthritis (seronegative)
DIAG-ICD10,M08,M0840,rheum,"Pauciarticular juvenile rheumatoid arthritis, unspecified site"
DIAG-ICD10,M08,M08411,rheum,"Pauciarticular juvenile rheumatoid arthritis, right shoulder"
DIAG-ICD10,M08,M08412,rheum,"Pauciarticular juvenile rheumatoid arthritis, left shoulder"
DIAG-ICD10,M08,M08419,rheum,"Pauciarticular juvenile rheumatoid arthritis, unspecified shoulder"
DIAG-ICD10,M08,M08421,rheum,"Pauciarticular juvenile rheumatoid arthritis, right elbow"
DIAG-ICD10,M08,M08422,rheum,"Pauciarticular juvenile rheumatoid arthritis, left elbow"
DIAG-ICD10,M08,M08429,rheum,"Pauciarticular juvenile rheumatoid arthritis, unspecified elbow"
DIAG-ICD10,M08,M08431,rheum,"Pauciarticular juvenile rheumatoid arthritis, right wrist"
DIAG-ICD10,M08,M08432,rheum,"Pauciarticular juvenile rheumatoid arthritis, left wrist"
DIAG-ICD10,M08,M08439,rheum,"Pauciarticular juvenile rheumatoid arthritis, unspecified wrist"
DIAG-ICD10,M08,M08441,rheum,"Pauciarticular juvenile rheumatoid arthritis, right hand"
DIAG-ICD10,M08,M08442,rheum,"Pauciarticular juvenile rheumatoid arthritis, left hand"
DIAG-ICD10,M08,M08449,rheum,"Pauciarticular juvenile rheumatoid arthritis, unspecified hand"
DIAG-ICD10,M08,M08451,rheum,"Pauciarticular juvenile rheumatoid arthritis, right hip"
DIAG-ICD10,M08,M08452,rheum,"Pauciarticular juvenile rheumatoid arthritis, left hip"
DIAG-ICD10,M08,M08459,rheum,"Pauciarticular juvenile rheumatoid arthritis, unspecified hip"
DIAG-ICD10,M08,M08461,rheum,"Pauciarticular juvenile rheumatoid arthritis, right knee"
DIAG-ICD10,M08,M08462,rheum,"Pauciarticular juvenile rheumatoid arthritis, left knee"
DIAG-ICD10,M08,M08469,rheum,"Pauciarticular juvenile rheumatoid arthritis, unspecified knee"
DIAG-ICD10,M08,M08471,rheum,"Pauciarticular juvenile rheumatoid arthritis, right ankle and foot"
DIAG-ICD10,M08,M08472,rheum,"Pauciarticular juvenile rheumatoid arthritis, left ankle and foot"
DIAG-ICD10,M08,M08479,rheum,"Pauciarticular juvenile rheumatoid arthritis, unspecified ankle and foot"
DIAG-ICD10,M08,M0848,rheum,"Pauciarticular juvenile rheumatoid arthritis, vertebrae"
DIAG-ICD10,M31,M3130,rheum,Wegener's granulomatosis without renal involvement
DIAG-ICD10,M31,M3131,rheum,Wegener's granulomatosis with renal involvement
DIAG-ICD10,M31,M315,rheum,Giant cell arteritis with polymyalgia rheumatica
DIAG-ICD10,M31,M316,rheum,Other giant cell arteritis
DIAG-ICD10,M31,M317,rheum,Microscopic polyangiitis
DIAG-ICD10,M32,M320,rheum,Drug-induced systemic lupus erythematosus
DIAG-ICD10,M32,M3210,rheum,"Systemic lupus erythematosus, organ or system involvement unspecified"
DIAG-ICD10,M32,M3211,rheum,Endocarditis in systemic lupus erythematosus
DIAG-ICD10,M32,M3212,rheum,Pericarditis in systemic lupus erythematosus
DIAG-ICD10,M32,M3213,rheum,Lung involvement in systemic lupus erythematosus
DIAG-ICD10,M32,M3214,rheum,Glomerular disease in systemic lupus erythematosus
DIAG-ICD10,M32,M3215,rheum,Tubulo-interstitial nephropathy in systemic lupus erythematosus
DIAG-ICD10,M32,M3219,rheum,Other organ or system involvement in systemic lupus erythematosus
DIAG-ICD10,M32,M328,rheum,Other forms of systemic lupus erythematosus
DIAG-ICD10,M32,M329,rheum,"Systemic lupus erythematosus, unspecified"
DIAG-ICD10,M33,M3300,rheum,"Juvenile dermatomyositis, organ involvement unspecified"
DIAG-ICD10,M33,M3301,rheum,Juvenile dermatomyositis with respiratory involvement
DIAG-ICD10,M33,M3302,rheum,Juvenile dermatomyositis with myopathy
DIAG-ICD10,M33,M3303,rheum,Juvenile dermatomyositis without myopathy
DIAG-ICD10,M33,M3309,rheum,Juvenile dermatomyositis with other organ involvement
DIAG-ICD10,M33,M3310,rheum,"Other dermatomyositis, organ involvement unspecified"
DIAG-ICD10,M33,M3311,rheum,Other dermatomyositis with respiratory involvement
DIAG-ICD10,M33,M3312,rheum,Other dermatomyositis with myopathy
DIAG-ICD10,M33,M3313,rheum,Other dermatomyositis without myopathy
DIAG-ICD10,M33,M3319,rheum,Other dermatomyositis with other organ involvement
DIAG-ICD10,M33,M3320,rheum,"Polymyositis, organ involvement unspecified"
DIAG-ICD10,M33,M3321,rheum,Polymyositis with respiratory involvement
DIAG-ICD10,M33,M3322,rheum,Polymyositis with myopathy
DIAG-ICD10,M33,M3329,rheum,Polymyositis with other organ involvement
DIAG-ICD10,M33,M3390,rheum,"Dermatopolymyositis, unspecified, organ involvement unspecified"
DIAG-ICD10,M33,M3391,rheum,"Dermatopolymyositis, unspecified with respiratory involvement"
DIAG-ICD10,M33,M3392,rheum,"Dermatopolymyositis, unspecified with myopathy"
DIAG-ICD10,M33,M3393,rheum,"Dermatopolymyositis, unspecified without myopathy"
DIAG-ICD10,M33,M3399,rheum,"Dermatopolymyositis, unspecified with other organ involvement"
DIAG-ICD10,M34,M340,rheum,Progressive systemic sclerosis
DIAG-ICD10,M34,M341,rheum,CR(E)ST syndrome
DIAG-ICD10,M34,M342,rheum,Systemic sclerosis induced by drug and chemical
DIAG-ICD10,M34,M3481,rheum,Systemic sclerosis with lung involvement
DIAG-ICD10,M34,M3482,rheum,Systemic sclerosis with myopathy
DIAG-ICD10,M34,M3483,rheum,Systemic sclerosis with polyneuropathy
DIAG-ICD10,M34,M3489,rheum,Other systemic sclerosis
DIAG-ICD10,M34,M349,rheum,"Systemic sclerosis, unspecified"
DIAG-ICD10,M35,M3500,rheum,"Sicca syndrome, unspecified"
DIAG-ICD10,M35,M3501,rheum,Sicca syndrome with keratoconjunctivitis
DIAG-ICD10,M35,M3502,rheum,Sicca syndrome with lung involvement
DIAG-ICD10,M35,M3503,rheum,Sicca syndrome with myopathy
DIAG-ICD10,M35,M3504,rheum,Sicca syndrome with tubulo-interstitial nephropathy
DIAG-ICD10,M35,M3509,rheum,Sicca syndrome with other organ involvement
DIAG-ICD10,M35,M351,rheum,Other overlap syndromes
DIAG-ICD10,M35,M352,rheum,Behcet's disease
DIAG-ICD10,M35,M353,rheum,Polymyalgia rheumatica
DIAG-ICD10,M35,M354,rheum,Diffuse (eosinophilic) fasciitis
DIAG-ICD10,M45,M450,rheum,Ankylosing spondylitis of multiple sites in spine
DIAG-ICD10,M45,M451,rheum,Ankylosing spondylitis of occipito-atlanto-axial region
DIAG-ICD10,M45,M452,rheum,Ankylosing spondylitis of cervical region
DIAG-ICD10,M45,M453,rheum,Ankylosing spondylitis of cervicothoracic region
DIAG-ICD10,M45,M454,rheum,Ankylosing spondylitis of thoracic region
DIAG-ICD10,M45,M455,rheum,Ankylosing spondylitis of thoracolumbar region
DIAG-ICD10,M45,M456,rheum,Ankylosing spondylitis lumbar region
